person,personLabels,birthDates,birthPlaceLabels,deathDates,deathPlaceLabels,occupationLabels
http://www.wikidata.org/entity/Q60233587,Lion Kiek,1847-10-11T00:00:00Z,Lion Kiek,1920-01-16T00:00:00Z,,photographer
http://www.wikidata.org/entity/Q60233595,A. Böeseken,1834-01-12T00:00:00Z,A. Böeseken,1919-02-11T00:00:00Z,Rotterdam,photographer
http://www.wikidata.org/entity/Q60233671,Peter Clausing,1870-05-21T00:00:00Z,Peter Clausing,1913-07-31T00:00:00Z,Haarlem,photographer
http://www.wikidata.org/entity/Q60233675,Weijert Jan van Zanen,1873-12-31T00:00:00Z,Weijert Jan van Zanen,1960-10-31T00:00:00Z,Haarlem,photographer
http://www.wikidata.org/entity/Q60233679,Emile Muns,1878-10-24T00:00:00Z,Emile Muns,1964-10-22T00:00:00Z,Zaandam,photographer
http://www.wikidata.org/entity/Q60233690,Friedrich Carel Hisgen,1846-09-16T00:00:00Z,Friedrich Carel Hisgen,1912-04-26T00:00:00Z,Amsterdam,photographer
http://www.wikidata.org/entity/Q60233704,Christiaan Martinus Jan Hermelink,1840-12-26T00:00:00Z,Christiaan Martinus Jan Hermelink,1933-03-24T00:00:00Z,The Hague,photographer
http://www.wikidata.org/entity/Q60233716,Johannes Evers,1858-06-13T00:00:00Z,Johannes Evers,1906-03-23T00:00:00Z,,photographer
http://www.wikidata.org/entity/Q60233727,W.F.A. Delboy,1853-03-03T00:00:00Z<|>1853-03-08T00:00:00Z,W.F.A. Delboy,1928-08-20T00:00:00Z,The Hague,photographer
http://www.wikidata.org/entity/Q60233725,Emanuël Aron van Blitz,1824-12-24T00:00:00Z,Emanuël Aron van Blitz,1902-06-17T00:00:00Z,Utrecht,photographer
http://www.wikidata.org/entity/Q60233730,Thomas Johannes Kousbroek,1858-12-05T00:00:00Z,Thomas Johannes Kousbroek,1900-01-13T00:00:00Z,Gouda,photographer
http://www.wikidata.org/entity/Q60233733,Willem Carel Heijenberg,1835-12-25T00:00:00Z,Willem Carel Heijenberg,1895-01-01T00:00:00Z,Utrecht,photographer
http://www.wikidata.org/entity/Q60233738,J. Kuipers,1845-02-19T00:00:00Z,J. Kuipers,1925-12-02T00:00:00Z,Rotterdam,photographer
http://www.wikidata.org/entity/Q60233825,C.J. van Velsen,1871-05-01T00:00:00Z,C.J. van Velsen,1951-11-03T00:00:00Z,Bergen op Zoom,photographer
http://www.wikidata.org/entity/Q60233831,Mindert Scheepstra,1865-01-29T00:00:00Z,Mindert Scheepstra,1951-06-19T00:00:00Z,Rotterdam,photographer
http://www.wikidata.org/entity/Q60233887,Z.D. Fraenkel,1878-06-07T00:00:00Z,Z.D. Fraenkel,1942-09-24T00:00:00Z,Auschwitz,photographer
http://www.wikidata.org/entity/Q60233895,Simon Frank,1876-05-26T00:00:00Z,Simon Frank,1943-02-14T00:00:00Z,Auschwitz,photographer
http://www.wikidata.org/entity/Q60233934,W.G. jr Kuijer,1860-06-07T00:00:00Z,W.G. jr Kuijer,1938-02-20T00:00:00Z,Haarlem,photographer
http://www.wikidata.org/entity/Q60233943,Wim Helder,1892-08-07T00:00:00Z,Wim Helder,1966-08-06T00:00:00Z,,photographer
http://www.wikidata.org/entity/Q60233949,Willem Brok,1877-09-05T00:00:00Z,Willem Brok,1966-10-31T00:00:00Z,Hilversum,photographer
http://www.wikidata.org/entity/Q60233953,Jacobus Gerardus van der Kruk,1836-12-20T00:00:00Z,Jacobus Gerardus van der Kruk,1899-01-11T00:00:00Z,The Hague,photographer
http://www.wikidata.org/entity/Q60234030,H.G. Gerstenhauer Zimmerman,1847-10-16T00:00:00Z,H.G. Gerstenhauer Zimmerman,1908-07-23T00:00:00Z,Utrecht,photographer
http://www.wikidata.org/entity/Q60234028,S.R. Elzinga,1858-06-10T00:00:00Z<|>1863-06-10T00:00:00Z,S.R. Elzinga,1912-04-03T00:00:00Z,Terneuzen,photographer
http://www.wikidata.org/entity/Q60234035,Jacobus Cornelis Kuijper,1852-01-06T00:00:00Z,Jacobus Cornelis Kuijper,1924-10-28T00:00:00Z,Zutphen,photographer
http://www.wikidata.org/entity/Q60234041,Wilhelm Adam Moonen,1868-02-16T00:00:00Z,Wilhelm Adam Moonen,1910-09-01T00:00:00Z,Arnhem,photographer
http://www.wikidata.org/entity/Q60234049,Hubertus Adrianus van der Schoot,1866-09-07T00:00:00Z,Hubertus Adrianus van der Schoot,1929-01-25T00:00:00Z,Tilburg,photographer
http://www.wikidata.org/entity/Q60234052,Frederic Daniel van Rosmalen,1810-03-11T00:00:00Z,Frederic Daniel van Rosmalen,1897-12-06T00:00:00Z,Amsterdam,photographer
http://www.wikidata.org/entity/Q60234108,Jacob de Vries,1861-09-11T00:00:00Z,Jacob de Vries,1943-02-14T00:00:00Z,Smallingerland,photographer
http://www.wikidata.org/entity/Q60234118,Petrus Johannes Bieseman,1860-05-20T00:00:00Z,Petrus Johannes Bieseman,1931-12-17T00:00:00Z,Zwolle,photographer
http://www.wikidata.org/entity/Q60234158,Hendrik Giltay,1814-07-30T00:00:00Z,Hendrik Giltay,1880-12-20T00:00:00Z,Dordrecht,photographer
http://www.wikidata.org/entity/Q60234165,Morris Sax,1830-11-23T00:00:00Z,Morris Sax,1906-07-24T00:00:00Z,Rotterdam,photographer
http://www.wikidata.org/entity/Q60234172,Pieter Vlaanderen,1840-09-08T00:00:00Z,Pieter Vlaanderen,1878-08-06T00:00:00Z,Alkmaar,photographer
http://www.wikidata.org/entity/Q60234188,J.F.C. Schiltz,1816-04-10T00:00:00Z,J.F.C. Schiltz,1860-01-07T00:00:00Z,Amsterdam,photographer
http://www.wikidata.org/entity/Q60234201,Lambertus Martinus Delboy,1840-05-30T00:00:00Z,Lambertus Martinus Delboy,1891-12-06T00:00:00Z,The Hague,photographer
http://www.wikidata.org/entity/Q60234208,Alphonse Marie van den Braak,1851-09-06T00:00:00Z,Alphonse Marie van den Braak,1894-01-11T00:00:00Z,The Hague,photographer
http://www.wikidata.org/entity/Q60234220,Johannes Baer Jr.,1864-11-10T00:00:00Z,Johannes Baer Jr.,1940-04-08T00:00:00Z,The Hague,photographer
http://www.wikidata.org/entity/Q60234239,Frederik Harting,1835-02-07T00:00:00Z,Frederik Harting,1902-02-07T00:00:00Z,Gouda,photographer
http://www.wikidata.org/entity/Q60234462,Johannes Martinus Hendrikus Kleijn,1883-01-09T00:00:00Z,Johannes Martinus Hendrikus Kleijn,1933-04-22T00:00:00Z,Enschede,photographer
http://www.wikidata.org/entity/Q60234469,Arie Sterkman,1897-04-06T00:00:00Z,Arie Sterkman,1960-07-20T00:00:00Z,Maastricht,photographer
http://www.wikidata.org/entity/Q60234473,A. van  Overbeeke,1836-01-04T00:00:00Z,A. van  Overbeeke,1914-05-26T00:00:00Z<|>1914-06-06T00:00:00Z,Terneuzen,photographer
http://www.wikidata.org/entity/Q60234479,Hendrik Bouwmeester van Oldenbarneveld,1840-07-02T00:00:00Z,Hendrik Bouwmeester van Oldenbarneveld,1923-10-02T00:00:00Z,Amsterdam,photographer
http://www.wikidata.org/entity/Q60234476,A. Pieterse,1808-10-22T00:00:00Z,A. Pieterse,1864-10-09T00:00:00Z,Amsterdam,photographer
http://www.wikidata.org/entity/Q60234487,Hendrik Nicolaas Waalewijn,1847-03-20T00:00:00Z,Hendrik Nicolaas Waalewijn,1914-08-20T00:00:00Z,Haarlem,photographer
http://www.wikidata.org/entity/Q60234494,Karel Frans Warburg,1860-05-19T00:00:00Z,Karel Frans Warburg,1925-12-29T00:00:00Z,Amsterdam,photographer
http://www.wikidata.org/entity/Q60234492,Dirk Martinus Haasdijk,1880-03-18T00:00:00Z,Dirk Martinus Haasdijk,1943-12-10T00:00:00Z,,photographer
http://www.wikidata.org/entity/Q60234499,Dirk Jan Moonen,1890-10-07T00:00:00Z,Dirk Jan Moonen,1942-12-29T00:00:00Z,Arnhem,photographer
http://www.wikidata.org/entity/Q60234503,Izaak Joseph Cohen,1858-04-03T00:00:00Z,Izaak Joseph Cohen,1943-02-26T00:00:00Z,Auschwitz,photographer
http://www.wikidata.org/entity/Q60234506,Willem Bongenaar,1870-01-06T00:00:00Z,Willem Bongenaar,1936-11-14T00:00:00Z,The Hague,photographer
http://www.wikidata.org/entity/Q60234511,Anthonie Bresser,1850-12-05T00:00:00Z,Anthonie Bresser,1936-08-24T00:00:00Z,Rotterdam,photographer
http://www.wikidata.org/entity/Q60234508,Leonard ten Hagen,1838-03-24T00:00:00Z,Leonard ten Hagen,1876-03-05T00:00:00Z,Amsterdam,photographer
http://www.wikidata.org/entity/Q60234518,Jan George Mulder,1816-08-10T00:00:00Z,Jan George Mulder,1895-05-13T00:00:00Z,Utrecht,photographer
http://www.wikidata.org/entity/Q60234522,Willem Bernhard,1835-02-21T00:00:00Z,Willem Bernhard,1906-05-03T00:00:00Z,The Hague,photographer
http://www.wikidata.org/entity/Q60234520,Ibeling Heeren,1884-09-19T00:00:00Z,Ibeling Heeren,1945-02-19T00:00:00Z,Amsterdam,photographer
http://www.wikidata.org/entity/Q60234527,Jeanne Sophia van de Weg,1865-12-22T00:00:00Z,Jeanne Sophia van de Weg,1949-10-24T00:00:00Z,Nijmegen,photographer
http://www.wikidata.org/entity/Q60234524,Willem Frederik Beeuwkes,1855-09-13T00:00:00Z,Willem Frederik Beeuwkes,1938-03-27T00:00:00Z,The Hague,photographer
http://www.wikidata.org/entity/Q60234530,Lambertus Marinus Muns,1875-09-16T00:00:00Z,Lambertus Marinus Muns,1962-07-05T00:00:00Z,,photographer
http://www.wikidata.org/entity/Q60234536,François Joseph Arnolts,1874-06-08T00:00:00Z,François Joseph Arnolts,1944-12-10T00:00:00Z,Maastricht,photographer
http://www.wikidata.org/entity/Q60234542,Herman Maurits Becht,1858-05-16T00:00:00Z,Herman Maurits Becht,1943-01-14T00:00:00Z,,photographer
http://www.wikidata.org/entity/Q60234548,Johannes Franciscus Pieter Jacobus van den Berg,1864-02-20T00:00:00Z,Johannes Franciscus Pieter Jacobus van den Berg,1946-02-20T00:00:00Z,Amsterdam,photographer
http://www.wikidata.org/entity/Q60234560,Christoffer Andersen,1877-11-28T00:00:00Z,Christoffer Andersen,1948-10-01T00:00:00Z,,photographer
http://www.wikidata.org/entity/Q60234603,Hendrik Johannes Mühlhaus,1881-11-28T00:00:00Z,Hendrik Johannes Mühlhaus,1957-11-27T00:00:00Z,Nieuwer-Amstel,photographer
http://www.wikidata.org/entity/Q60234640,Berend van Reekum,1886-03-24T00:00:00Z,Berend van Reekum,1968-04-22T00:00:00Z,Apeldoorn,photographer
http://www.wikidata.org/entity/Q60234698,Johan Jacob de Louw,1855-09-12T00:00:00Z,Johan Jacob de Louw,1909-05-25T00:00:00Z,The Hague,photographer
http://www.wikidata.org/entity/Q60234719,Johan Christiaan Mirande,1853-04-30T00:00:00Z,Johan Christiaan Mirande,1902-08-08T00:00:00Z,The Hague,photographer
http://www.wikidata.org/entity/Q60234772,Frederik Willem Busch,1832-10-18T00:00:00Z,Frederik Willem Busch,1892-06-23T00:00:00Z,Utrecht,photographer
http://www.wikidata.org/entity/Q60237471,Thomas Johannes Bouwmeester,1861-04-25T00:00:00Z,Thomas Johannes Bouwmeester,1942-06-07T00:00:00Z,Deventer,photographer
http://www.wikidata.org/entity/Q60237562,Wilhelmus Jacobus Walland Bosch,1849-07-21T00:00:00Z,Wilhelmus Jacobus Walland Bosch,1869-04-19T00:00:00Z,Amsterdam,photographer
http://www.wikidata.org/entity/Q60237590,Maria Joseph August Johann Hubert Weijnen,1875-03-25T00:00:00Z,Maria Joseph August Johann Hubert Weijnen,1960-05-03T00:00:00Z,Maastricht,photographer
http://www.wikidata.org/entity/Q60237607,Robert Jacob Wilke,1838-05-11T00:00:00Z,Robert Jacob Wilke,1888-09-11T00:00:00Z,,photographer
http://www.wikidata.org/entity/Q60237623,Franciscus Everardus van Wulven,1856-10-25T00:00:00Z,Franciscus Everardus van Wulven,1926-02-07T00:00:00Z,Rotterdam,photographer
http://www.wikidata.org/entity/Q60238015,Fredrik Christiaan Wilhelm Vlaanderen,1874-02-16T00:00:00Z,Fredrik Christiaan Wilhelm Vlaanderen,1919-03-16T00:00:00Z,Arnhem,photographer
http://www.wikidata.org/entity/Q60238018,Andries Ludovicus Lorié,1878-11-20T00:00:00Z,Andries Ludovicus Lorié,1943-04-22T00:00:00Z,Leeuwarden,photographer
http://www.wikidata.org/entity/Q60238019,Daniel den Hartogh,1821-03-03T00:00:00Z,Daniel den Hartogh,1894-06-16T00:00:00Z,The Hague,photographer
http://www.wikidata.org/entity/Q60238016,Hendrik Waalewijn,1890-04-27T00:00:00Z,Hendrik Waalewijn,1964-11-16T00:00:00Z,Leiden,photographer
http://www.wikidata.org/entity/Q60238026,Pieter Hendrik van der Weijde,1813-02-05T00:00:00Z,Pieter Hendrik van der Weijde,1895-01-01T00:00:00Z,New York City,photographer
http://www.wikidata.org/entity/Q60238028,Nicolaas Willem Mens,1869-04-11T00:00:00Z,Nicolaas Willem Mens,1942-09-18T00:00:00Z,Ede,photographer
http://www.wikidata.org/entity/Q60238029,Willem Mink,1867-04-28T00:00:00Z,Willem Mink,1953-03-03T00:00:00Z,Amsterdam,photographer
http://www.wikidata.org/entity/Q60238095,Johannes Hermanus Petrus Klönne,1828-08-14T00:00:00Z,Johannes Hermanus Petrus Klönne,1900-05-18T00:00:00Z,Amsterdam,photographer
http://www.wikidata.org/entity/Q60238092,Jean Esaie Christienne de Wijs,1870-01-06T00:00:00Z,Jean Esaie Christienne de Wijs,1950-07-30T00:00:00Z,Breda,photographer
http://www.wikidata.org/entity/Q60238100,Cornelis Nieuwland,1882-08-11T00:00:00Z,Cornelis Nieuwland,1967-02-26T00:00:00Z,Apeldoorn,photographer
http://www.wikidata.org/entity/Q60238149,Martinus Antonius Nagtheim,1823-09-09T00:00:00Z,Martinus Antonius Nagtheim,1863-12-29T00:00:00Z,Leeuwarden,photographer
http://www.wikidata.org/entity/Q60238190,Isaak van den Broek,1825-03-18T00:00:00Z,Isaak van den Broek,1875-06-16T00:00:00Z,The Hague,photographer
http://www.wikidata.org/entity/Q60238195,Cornelis Brouwer,1887-03-31T00:00:00Z,Cornelis Brouwer,1968-08-05T00:00:00Z,Zutphen,photographer
http://www.wikidata.org/entity/Q60238217,Johannes Daniel de Bruijn,1838-09-23T00:00:00Z,Johannes Daniel de Bruijn,1927-12-14T00:00:00Z,The Hague,photographer
http://www.wikidata.org/entity/Q60238491,Mej. M. v.d. Hoek,1880-06-23T00:00:00Z,Mej. M. v.d. Hoek,1969-12-29T00:00:00Z,Warnsveld,photographer
http://www.wikidata.org/entity/Q60238566,F.J. Griek,1899-11-25T00:00:00Z,F.J. Griek,1971-10-02T00:00:00Z,Zwolle,photographer
http://www.wikidata.org/entity/Q60238568,Hieronymus D. Fraenkl,1877-05-22T00:00:00Z,Hieronymus D. Fraenkl,1943-01-11T00:00:00Z,Amsterdam,photographer
http://www.wikidata.org/entity/Q60238583,Huibert Daniel Erdegaingh,1806-05-27T00:00:00Z,Huibert Daniel Erdegaingh,1856-01-08T00:00:00Z,Breda,photographer
http://www.wikidata.org/entity/Q60238597,Fidel Carl Albert Greiner,1865-03-17T00:00:00Z,Fidel Carl Albert Greiner,1938-09-27T00:00:00Z,Rijswijk,photographer
http://www.wikidata.org/entity/Q60238616,Adriaan Cornelis Stokhuijzen,1891-01-08T00:00:00Z,Adriaan Cornelis Stokhuijzen,1970-08-17T00:00:00Z,Apeldoorn,photographer
http://www.wikidata.org/entity/Q60238623,Henri Bickhoff,1866-08-21T00:00:00Z,Henri Bickhoff,1933-11-20T00:00:00Z,Amsterdam,photographer
http://www.wikidata.org/entity/Q60242261,Karel Willem Bakker,1875-09-09T00:00:00Z,Karel Willem Bakker,1960-10-18T00:00:00Z,Amsterdam,photographer
http://www.wikidata.org/entity/Q60242283,Jacobus Hermanus Bal,1841-10-11T00:00:00Z,Jacobus Hermanus Bal,1875-05-28T00:00:00Z,Middelburg,photographer
http://www.wikidata.org/entity/Q60242306,Baltussen. Johannes Jacobus,1846-05-30T00:00:00Z,Baltussen. Johannes Jacobus,1910-09-27T00:00:00Z,Nijmegen,photographer
http://www.wikidata.org/entity/Q60242329,Thomas Barriel,1821-03-28T00:00:00Z,Thomas Barriel,1907-06-26T00:00:00Z,Amsterdam,photographer
http://www.wikidata.org/entity/Q60242353,Johannes Hendrikus Basten,1884-07-28T00:00:00Z,Johannes Hendrikus Basten,1916-01-29T00:00:00Z,Nijmegen,photographer
http://www.wikidata.org/entity/Q60242361,Hendrik Gerhard Bastiaans,1857-09-03T00:00:00Z,Hendrik Gerhard Bastiaans,1949-01-27T00:00:00Z,Amsterdam,photographer
http://www.wikidata.org/entity/Q60242364,Johan Lodewijk Hendrik Battermann,1872-08-11T00:00:00Z,Johan Lodewijk Hendrik Battermann,1940-07-28T00:00:00Z,The Hague,photographer
http://www.wikidata.org/entity/Q60242375,Leonardus Hendrikus Johannes Becker,1895-02-26T00:00:00Z,Leonardus Hendrikus Johannes Becker,1943-04-27T00:00:00Z,Utrecht,photographer
http://www.wikidata.org/entity/Q60242373,Bernard Marie Becker,1895-10-31T00:00:00Z,Bernard Marie Becker,1971-03-01T00:00:00Z,Nijmegen,photographer
http://www.wikidata.org/entity/Q60242382,Gerhardus ter Beek,1895-10-25T00:00:00Z,Gerhardus ter Beek,1989-02-28T00:00:00Z,,photographer
http://www.wikidata.org/entity/Q60242385,Martin Gijsbertus van Beek,1880-12-18T00:00:00Z,Martin Gijsbertus van Beek,1930-02-03T00:00:00Z,The Hague,photographer
http://www.wikidata.org/entity/Q60242392,Simon Gerard Amelius Beeke,1879-10-21T00:00:00Z,Simon Gerard Amelius Beeke,1946-06-25T00:00:00Z,Rotterdam,photographer
http://www.wikidata.org/entity/Q60242397,Alida Beerding,1875-12-17T00:00:00Z,Alida Beerding,1949-03-18T00:00:00Z,Castricum,photographer
http://www.wikidata.org/entity/Q60242400,Egbert Beitschat,1871-11-20T00:00:00Z,Egbert Beitschat,1930-10-22T00:00:00Z,,photographer
http://www.wikidata.org/entity/Q60242405,Arie Bellaart,1817-02-14T00:00:00Z,Arie Bellaart,1872-03-18T00:00:00Z,Breda,photographer
http://www.wikidata.org/entity/Q60242490,Hermanus Gerardus Beerman,1879-12-13T00:00:00Z,Hermanus Gerardus Beerman,1944-04-14T00:00:00Z,Dordrecht,photographer
http://www.wikidata.org/entity/Q60242488,Mozes Philip van Adelsbergen,1842-02-20T00:00:00Z,Mozes Philip van Adelsbergen,1916-04-20T00:00:00Z,Groningen,photographer
http://www.wikidata.org/entity/Q60242493,Hendrik van der Worp,1840-07-02T00:00:00Z,Hendrik van der Worp,1910-12-20T00:00:00Z,Zaandam,photographer
http://www.wikidata.org/entity/Q60242504,Adrianus Colpa,1892-05-02T00:00:00Z,Adrianus Colpa,1975-03-02T00:00:00Z,Rotterdam,photographer
http://www.wikidata.org/entity/Q60242511,Salomon Coltof,1884-04-12T00:00:00Z,Salomon Coltof,1912-04-20T00:00:00Z,Rotterdam,photographer
http://www.wikidata.org/entity/Q60242647,Gerbrand Nijman,1828-09-16T00:00:00Z,Gerbrand Nijman,1891-01-17T00:00:00Z,Rotterdam,photographer
http://www.wikidata.org/entity/Q60242649,Folquinus Petrus Obbema,1896-10-04T00:00:00Z,Folquinus Petrus Obbema,1971-04-01T00:00:00Z,Sneek,photographer
http://www.wikidata.org/entity/Q60242654,Wilhelmus Philippus van Ockenburg,1894-08-24T00:00:00Z,Wilhelmus Philippus van Ockenburg,1950-08-28T00:00:00Z,Enschede,photographer
http://www.wikidata.org/entity/Q60242652,Wilhelmus Philippus van Ockenburg,1871-02-14T00:00:00Z,Wilhelmus Philippus van Ockenburg,1941-02-25T00:00:00Z,The Hague,photographer
http://www.wikidata.org/entity/Q60242661,Jacobus Hendrikus Ohrtmann,1881-10-11T00:00:00Z,Jacobus Hendrikus Ohrtmann,1930-07-30T00:00:00Z,,photographer
http://www.wikidata.org/entity/Q60242665,Marinus Johannes Oosterlee,1873-09-27T00:00:00Z,Marinus Johannes Oosterlee,1900-03-03T00:00:00Z,Rotterdam,photographer
http://www.wikidata.org/entity/Q60242670,Egidius Josephus Antonius Oosterman,1859-12-14T00:00:00Z,Egidius Josephus Antonius Oosterman,1944-03-30T00:00:00Z,Amsterdam,photographer
http://www.wikidata.org/entity/Q60242676,Theodorus Peter Conrad Egiedéus Oosterman,1886-02-25T00:00:00Z,Theodorus Peter Conrad Egiedéus Oosterman,1958-07-26T00:00:00Z,,photographer
http://www.wikidata.org/entity/Q60245675,Cornelis Lambertus Brendeke,1870-04-03T00:00:00Z,Cornelis Lambertus Brendeke,1952-03-26T00:00:00Z,Apeldoorn,photographer
http://www.wikidata.org/entity/Q60245759,Thomas Sitton,1878-12-06T00:00:00Z,Thomas Sitton,1927-10-02T00:00:00Z,Schiedam,photographer
http://www.wikidata.org/entity/Q60245804,Wilhelmus Matthias Joannes Maria Sleurs,1864-07-03T00:00:00Z,Wilhelmus Matthias Joannes Maria Sleurs,1949-03-16T00:00:00Z,Amsterdam,photographer
http://www.wikidata.org/entity/Q60245849,George Christiaan Slieker,1897-11-13T00:00:00Z,George Christiaan Slieker,1991-11-17T00:00:00Z,,photographer
http://www.wikidata.org/entity/Q60245889,Gerrit Sloot,1872-08-22T00:00:00Z,Gerrit Sloot,1946-01-24T00:00:00Z,Kampen,photographer
http://www.wikidata.org/entity/Q60246064,Dirk Frederik Smit,1895-06-14T00:00:00Z,Dirk Frederik Smit,1964-06-12T00:00:00Z,The Hague,photographer
http://www.wikidata.org/entity/Q60246141,Johannes Bernardus Smit,1858-07-31T00:00:00Z,Johannes Bernardus Smit,1942-02-18T00:00:00Z,Amsterdam,photographer
http://www.wikidata.org/entity/Q60246193,Martinus Johannes Smit,1876-05-05T00:00:00Z,Martinus Johannes Smit,1948-04-27T00:00:00Z,Leeuwarden,photographer
http://www.wikidata.org/entity/Q60246243,Petrus Hendrikus Smit,1877-12-20T00:00:00Z,Petrus Hendrikus Smit,1958-11-13T00:00:00Z,The Hague,photographer
http://www.wikidata.org/entity/Q60246335,Johannes Snel,1891-10-16T00:00:00Z,Johannes Snel,1945-04-02T00:00:00Z,The Hague,photographer
http://www.wikidata.org/entity/Q60246389,Willem George Pieter Snel,1862-06-07T00:00:00Z,Willem George Pieter Snel,1928-09-03T00:00:00Z,The Hague,photographer
http://www.wikidata.org/entity/Q60246433,Franciscus Petrus Johannes Snels,1858-04-23T00:00:00Z,Franciscus Petrus Johannes Snels,1938-08-31T00:00:00Z,,photographer
http://www.wikidata.org/entity/Q60246469,Corneel Pieter Snijders,1882-09-25T00:00:00Z,Corneel Pieter Snijders,1963-10-13T00:00:00Z,,photographer
http://www.wikidata.org/entity/Q60247208,Cornelis Johannes Steenbergh,1859-06-09T00:00:00Z,Cornelis Johannes Steenbergh,1939-12-14T00:00:00Z,,photographer
http://www.wikidata.org/entity/Q60247254,Edward Jean Nicolaas van Steensel van der Aa,1879-12-03T00:00:00Z,Edward Jean Nicolaas van Steensel van der Aa,1941-06-26T00:00:00Z,The Hague,photographer
http://www.wikidata.org/entity/Q60247284,Ferdinand Charles van Steensel van der Aa,1861-07-22T00:00:00Z,Ferdinand Charles van Steensel van der Aa,1898-02-11T00:00:00Z,Rotterdam,photographer
http://www.wikidata.org/entity/Q60247327,Franciscus Herman van Steensel van der Aa,1876-02-25T00:00:00Z,Franciscus Herman van Steensel van der Aa,1915-07-29T00:00:00Z,,photographer
http://www.wikidata.org/entity/Q60247387,Jan Willem Tieleman,1898-01-18T00:00:00Z,Jan Willem Tieleman,1996-03-08T00:00:00Z,Utrecht,photographer
http://www.wikidata.org/entity/Q60247442,Cornelis Johannes Tierolff,1813-09-05T00:00:00Z,Cornelis Johannes Tierolff,1893-03-15T00:00:00Z,,photographer
http://www.wikidata.org/entity/Q60247664,Leonardus Pieter Tismeer,1874-11-11T00:00:00Z,Leonardus Pieter Tismeer,1961-08-07T00:00:00Z,Amsterdam,photographer
http://www.wikidata.org/entity/Q60247699,Emanuel Tokkie,1878-11-05T00:00:00Z,Emanuel Tokkie,1942-10-15T00:00:00Z,Auschwitz,photographer
http://www.wikidata.org/entity/Q60247770,Antonius Johannes Engelbertus Tonnaer,1890-08-21T00:00:00Z,Antonius Johannes Engelbertus Tonnaer,1926-10-19T00:00:00Z,,photographer<|>architect
http://www.wikidata.org/entity/Q60247823,Johannes Theodorus Toole,1879-10-01T00:00:00Z,Johannes Theodorus Toole,1945-05-31T00:00:00Z,Rotterdam,photographer
http://www.wikidata.org/entity/Q60247860,Alfred Adam Jacobus Hieronimus van der Toorn,1869-04-27T00:00:00Z,Alfred Adam Jacobus Hieronimus van der Toorn,1919-04-22T00:00:00Z,Arnhem,photographer
http://www.wikidata.org/entity/Q60247948,Johannes Trentelman,1873-01-29T00:00:00Z,Johannes Trentelman,1952-12-24T00:00:00Z,The Hague,photographer
http://www.wikidata.org/entity/Q60248003,Andries Tromp,1892-07-06T00:00:00Z,Andries Tromp,1944-03-31T00:00:00Z,,photographer
http://www.wikidata.org/entity/Q60248472,Henri Daniel Marie Vaesen,1882-09-12T00:00:00Z,Henri Daniel Marie Vaesen,1945-12-08T00:00:00Z,Bergen op Zoom,photographer
http://www.wikidata.org/entity/Q60248515,Johannes Hendrikus Petrus Vaesen,1871-10-12T00:00:00Z,Johannes Hendrikus Petrus Vaesen,1946-12-15T00:00:00Z,Breda,photographer
http://www.wikidata.org/entity/Q60248548,Johannes Petrus Theodorus Vaesen,1842-11-08T00:00:00Z,Johannes Petrus Theodorus Vaesen,1920-01-29T00:00:00Z,,photographer
http://www.wikidata.org/entity/Q60248684,Frans Andries Veenstra,1897-04-13T00:00:00Z,Frans Andries Veenstra,1973-12-18T00:00:00Z,,photographer
http://www.wikidata.org/entity/Q60248807,Ruben Velleman,1894-01-11T00:00:00Z,Ruben Velleman,1945-02-20T00:00:00Z,,photographer
http://www.wikidata.org/entity/Q60248844,Rudolf Velleman,1899-07-26T00:00:00Z,Rudolf Velleman,1943-02-28T00:00:00Z,,photographer
http://www.wikidata.org/entity/Q60249347,Pieter Albertus Vlaanderen,1870-02-23T00:00:00Z,Pieter Albertus Vlaanderen,1916-03-29T00:00:00Z,Amsterdam,photographer
http://www.wikidata.org/entity/Q60249424,Johannes Theodorus van Vliet,1896-11-06T00:00:00Z,Johannes Theodorus van Vliet,1982-05-15T00:00:00Z,Utrecht,photographer
http://www.wikidata.org/entity/Q60249469,Pieter Hendrik van Vliet,1883-10-18T00:00:00Z,Pieter Hendrik van Vliet,1974-01-03T00:00:00Z,Haarlem,photographer
http://www.wikidata.org/entity/Q42888340,Piet van Dommelen,1921-01-18T00:00:00Z,Piet van Dommelen,1981-09-25T00:00:00Z,,architect
http://www.wikidata.org/entity/Q42945299,Harry Koene,1908-01-01T00:00:00Z,Harry Koene,1995-01-01T00:00:00Z,Maastricht,architect
http://www.wikidata.org/entity/Q43550323,Antonius Joannes Franciscus Cuypers,1807-01-01T00:00:00Z,Antonius Joannes Franciscus Cuypers,1882-01-01T00:00:00Z,Breda,architect
http://www.wikidata.org/entity/Q43557485,Piet van Kessel,1895-08-28T00:00:00Z,Piet van Kessel,1970-04-29T00:00:00Z,,architect
http://www.wikidata.org/entity/Q43627864,Joannes Matheus Nabbe,1816-04-16T00:00:00Z,Joannes Matheus Nabbe,1897-05-17T00:00:00Z,'s-Hertogenbosch,architect
http://www.wikidata.org/entity/Q44819521,Hendrik Bunders,1892-09-30T00:00:00Z,Hendrik Bunders,1965-04-16T00:00:00Z,Hilversum,architect
http://www.wikidata.org/entity/Q45203737,Ernst Roest,1875-09-26T00:00:00Z,Ernst Roest,1952-02-11T00:00:00Z,Amsterdam,architect
